id,subfolder,target,pa_nmod
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/10588,1780,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/10635,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/10645,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/10868,1780,['air/N'],purity/N
air/Royal_Society_Corpus_open_v6.0_text_106483_1783.txt/10950,1780,['air/N'],phlogistication/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/203,1780,['air/N'],gr./N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/2860,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/2916,1780,['air/N'],gr./N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/3434,1780,['air/N'],proportion/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/3533,1780,['air/N'],gr./N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/3805,1780,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/3818,1780,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/3839,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/3853,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/3869,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/5549,1780,['air/N'],nature/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/5730,1780,['air/N'],form/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/5796,1780,['air/N'],proportion/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/5960,1780,['air/N'],effervescence/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/6039,1780,['air/N'],formation/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/6300,1780,['air/N'],means/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/6695,1780,['air/N'],current/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/6783,1780,['air/N'],production/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/6926,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/7126,1780,['air/N'],form/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/7480,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/7904,1780,['air/N'],basis/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/7969,1780,['air/N'],composition/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/8005,1780,['air/N'],composition/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/8071,1780,['air/N'],composition/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/8156,1780,['air/N'],basis/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/8382,1780,['air/N'],acid/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/8533,1780,['air/N'],constitution/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/8711,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/8853,1780,['air/N'],half/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/8869,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/8913,1780,['air/N'],volume/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/8933,1780,['air/N'],bulk/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/9028,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/9230,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/9393,1780,['air/N'],portion/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/9537,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/9594,1780,['air/N'],compound/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/9634,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/9734,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/9864,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/9929,1780,['air/N'],residuum/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/9948,1780,['air/N'],inflammation/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/9995,1780,['air/N'],whole/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/10122,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/10229,1780,['air/N'],escape/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/10263,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/10391,1780,['air/N'],particle/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/10438,1780,['air/N'],bulk/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/10504,1780,['air/N'],acid/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/10901,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/11097,1780,['air/N'],means/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/11233,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/11264,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/11304,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/11407,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/11495,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/11510,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/11519,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/11531,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/11569,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/11595,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/11609,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/11631,1780,['air/N'],gr./N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/11855,1780,['air/N'],decomposition/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/11858,1780,['air/N'],air/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/11964,1780,['air/N'],combustion/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/12200,1780,['air/N'],decomposition/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/12203,1780,['air/N'],air/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/12209,1780,['air/N'],diminution/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/12814,1780,['air/N'],phlogiston/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/12846,1780,['air/N'],mixture/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13086,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13131,1780,['air/N'],portion/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13634,1780,['air/N'],bulk/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13667,1780,['air/N'],mixture/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13689,1780,['air/N'],bulk/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13707,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13721,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13726,1780,['air/N'],one/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13740,1780,['air/N'],portion/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13788,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13956,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/13983,1780,['air/N'],that/P
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14001,1780,['air/N'],air/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14062,1780,['air/N'],weight/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14075,1780,['air/N'],separation/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14129,1780,['air/N'],separation/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14281,1780,['air/N'],proportion/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14316,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14363,1780,['air/N'],nothing/P
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14451,1780,['air/N'],bulk/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14479,1780,['air/N'],separation/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14488,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14499,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14558,1780,['air/N'],absorption/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14581,1780,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14586,1780,['air/N'],two/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14632,1780,['air/N'],tenth/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14665,1780,['air/N'],phlogiston/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14674,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14709,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14733,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14750,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14872,1780,['air/N'],one/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/14938,1780,['air/N'],water/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/15016,1780,['air/N'],proportion/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/15088,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/15166,1780,['air/N'],bulk/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/15257,1780,['air/N'],mixture/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/15604,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/15735,1780,['air/N'],that/P
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/15785,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/16011,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/16252,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/16724,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/16786,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/16876,1780,['air/N'],escape/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/16900,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/16922,1780,['air/N'],production/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/17321,1780,['air/N'],half/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/17379,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/17458,1780,['air/N'],union/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/17465,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/17544,1780,['air/N'],form/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/17764,1780,['air/N'],proportion/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/17767,1780,['air/N'],air/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/17837,1780,['air/N'],phlogiston/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/17844,1780,['air/N'],bulk/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/17854,1780,['air/N'],proportion/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/17918,1780,['air/N'],volume/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/17924,1780,['air/N'],that/P
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/17934,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18094,1780,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18099,1780,['air/N'],two/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18167,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18184,1780,['air/N'],phlogiston/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18192,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18204,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18225,1780,['air/N'],weight/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18235,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18257,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18276,1780,['air/N'],weight/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18292,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18311,1780,['air/N'],gr./N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18354,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18389,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18401,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18439,1780,['air/N'],nature/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18505,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18686,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18766,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18865,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18946,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/18996,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/19080,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/19089,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/19108,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/19116,1780,['air/N'],gr./N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/19150,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/19214,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/19380,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/19407,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/19588,1780,['air/N'],moisture/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/19961,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/20008,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/20069,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/20077,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/20148,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/20165,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/20199,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/20209,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/20304,1780,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/20316,1780,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106458_1782.txt/20347,1780,['air/N'],gr./N
air/Royal_Society_Corpus_open_v6.0_text_106453_1782.txt/2160,1780,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106453_1782.txt/2981,1780,['air/N'],use/N
air/Royal_Society_Corpus_open_v6.0_text_106596_1784.txt/1755,1780,['air/N'],access/N
air/Royal_Society_Corpus_open_v6.0_text_106596_1784.txt/8609,1780,['air/N'],motion/N
air/Royal_Society_Corpus_open_v6.0_text_106596_1784.txt/9265,1780,['air/N'],passage/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/449,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/508,1780,['air/N'],form/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/596,1780,['air/N'],form/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/626,1780,['air/N'],form/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/939,1780,['air/N'],access/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/954,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/1034,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/1304,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/1518,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/1718,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/1884,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/1905,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/2027,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/2121,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/2233,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/2505,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/2752,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/2969,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/3635,1780,['air/N'],product/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/3658,1780,['air/N'],product/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/3717,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/4049,1780,['air/N'],product/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/4395,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/4459,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/4599,1780,['air/N'],product/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/5315,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/16526,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/16572,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/16625,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/16637,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/16939,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/17278,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/17560,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/17752,1780,['air/N'],exposure/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/17902,1780,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/17975,1780,['air/N'],expulsion/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/17988,1780,['air/N'],phlogiston/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/19296,1780,['air/N'],form/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/20953,1780,['air/N'],access/N
air/Royal_Society_Corpus_open_v6.0_text_106478_1783.txt/21203,1780,['air/N'],access/N
air/Royal_Society_Corpus_open_v6.0_text_106544_1781.txt/1397,1780,['air/N'],bulk/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/168,1780,['air/N'],diminution/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/183,1780,['air/N'],generation/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/269,1780,['air/N'],phlogistication/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/302,1780,['air/N'],diminution/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/337,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/380,1780,['air/N'],diminution/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/408,1780,['air/N'],diminution/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/424,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/427,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/554,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/566,1780,['air/N'],2/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/593,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/653,1780,['air/N'],7/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/680,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/712,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/726,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/801,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/844,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/856,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/908,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/1040,1780,['air/N'],proportion/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/1084,1780,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/1114,1780,['air/N'],bulk/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/1133,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/1182,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/1206,1780,['air/N'],proportion/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/1370,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/1441,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/1887,1780,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/1907,1780,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/2141,1780,['air/N'],proportion/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/2448,1780,['air/N'],composition/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/2538,1780,['air/N'],production/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/2684,1780,['air/N'],form/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/2695,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/2885,1780,['air/N'],experiment/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/3115,1780,['air/N'],production/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/3125,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/3159,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/3296,1780,['air/N'],portion/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/3438,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/3443,1780,['air/N'],one/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/3472,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/3503,1780,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/3512,1780,['air/N'],addition/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/3589,1780,['air/N'],mixture/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/3688,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/3763,1780,['air/N'],weight/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/3805,1780,['air/N'],diminution/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/3834,1780,['air/N'],mixture/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/3869,1780,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/3947,1780,['air/N'],production/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/3960,1780,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/4154,1780,['air/N'],phlogistication/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/4342,1780,['air/N'],phlogistication/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/4357,1780,['air/N'],production/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/4426,1780,['air/N'],phlogistication/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/4656,1780,['air/N'],diminution/N
air/Royal_Society_Corpus_open_v6.0_text_106583_1784.txt/4678,1780,['air/N'],production/N
