id,subfolder,target,pa_nmod
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/30338,1770,['air/N'],tenth/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/30384,1770,['air/N'],species/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/30425,1770,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/30481,1770,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/30609,1770,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/30649,1770,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/30688,1770,['air/N'],proportion/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/30791,1770,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/31100,1770,['air/N'],form/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/31889,1770,['air/N'],nature/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/32313,1770,['air/N'],bubble/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/32489,1770,['air/N'],mixture/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/32508,1770,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/32589,1770,['air/N'],mixture/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/32656,1770,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/32724,1770,['air/N'],generation/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/32793,1770,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/33029,1770,['air/N'],increase/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/33091,1770,['air/N'],increase/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/33188,1770,['air/N'],smell/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/33234,1770,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/33243,1770,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/33420,1770,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/33567,1770,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/33771,1770,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/33853,1770,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/33924,1770,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34015,1770,['air/N'],respect/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34093,1770,['air/N'],bulk/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34124,1770,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34158,1770,['air/N'],standard/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34236,1770,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34295,1770,['air/N'],state/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34328,1770,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34355,1770,['air/N'],property/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34371,1770,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34398,1770,['air/N'],jar/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34431,1770,['air/N'],effervescence/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34453,1770,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34505,1770,['air/N'],state/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34582,1770,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34619,1770,['air/N'],test/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34683,1770,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/35029,1770,['air/N'],change/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/35314,1770,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/35349,1770,['air/N'],communication/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/35381,1770,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/35414,1770,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/35653,1770,['air/N'],communication/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/35790,1770,['air/N'],separation/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/35920,1770,['air/N'],effect/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/36576,1770,['air/N'],water/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/36770,1770,['air/N'],effect/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/36823,1770,['air/N'],observation/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/37659,1770,['air/N'],introduction/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/37723,1770,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/37829,1770,['air/N'],deal/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/37985,1770,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/38486,1770,['air/N'],effect/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/38633,1770,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/38669,1770,['air/N'],use/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/38707,1770,['air/N'],use/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/38924,1770,['air/N'],property/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/38951,1770,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/38982,1770,['air/N'],diminution/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/39022,1770,['air/N'],diminution/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/39074,1770,['air/N'],quality/N
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/39133,1770,['air/N'],diminution/N
air/Royal_Society_Corpus_open_v6.0_text_106167_1773.txt/1462,1770,['air/N'],plate/N
air/Royal_Society_Corpus_open_v6.0_text_106167_1773.txt/3142,1770,['air/N'],that/P
air/Royal_Society_Corpus_open_v6.0_text_106167_1773.txt/3263,1770,['air/N'],one/N
air/Royal_Society_Corpus_open_v6.0_text_106167_1773.txt/4896,1770,['air/N'],portion/N
air/Royal_Society_Corpus_open_v6.0_text_106167_1773.txt/5052,1770,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106167_1773.txt/5156,1770,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106167_1773.txt/5320,1770,['air/N'],space/N
air/Royal_Society_Corpus_open_v6.0_text_106214_1775.txt/2338,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106214_1775.txt/3714,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106350_1778.txt/1836,1775,['air/N'],that/P
air/Royal_Society_Corpus_open_v6.0_text_106350_1778.txt/2073,1775,['air/N'],form/N
air/Royal_Society_Corpus_open_v6.0_text_106350_1778.txt/3702,1775,['air/N'],bubble/N
air/Royal_Society_Corpus_open_v6.0_text_106236_1777.txt/134,1775,['air/N'],effect/N
air/Royal_Society_Corpus_open_v6.0_text_106236_1777.txt/292,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106236_1777.txt/659,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106236_1777.txt/878,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106236_1777.txt/1019,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106236_1777.txt/1160,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106236_1777.txt/1309,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106236_1777.txt/1624,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106236_1777.txt/1667,1775,['air/N'],state/N
air/Royal_Society_Corpus_open_v6.0_text_106236_1777.txt/3545,1775,['air/N'],action/N
air/Royal_Society_Corpus_open_v6.0_text_106183_1775.txt/43,1775,['air/N'],effect/N
air/Royal_Society_Corpus_open_v6.0_text_106183_1775.txt/1768,1775,['air/N'],experiment/N
air/Royal_Society_Corpus_open_v6.0_text_106183_1775.txt/2608,1775,['air/N'],heat/N
air/Royal_Society_Corpus_open_v6.0_text_106183_1775.txt/3004,1775,['air/N'],heat/N
air/Royal_Society_Corpus_open_v6.0_text_106183_1775.txt/3133,1775,['air/N'],heat/N
air/Royal_Society_Corpus_open_v6.0_text_106183_1775.txt/3383,1775,['air/N'],sphere/N
air/Royal_Society_Corpus_open_v6.0_text_106340_1778.txt/946,1775,['air/N'],quality/N
air/Royal_Society_Corpus_open_v6.0_text_106340_1778.txt/3468,1775,['air/N'],action/N
air/Royal_Society_Corpus_open_v6.0_text_106193_1775.txt/1164,1775,['air/N'],admission/N
air/Royal_Society_Corpus_open_v6.0_text_106193_1775.txt/1195,1775,['air/N'],current/N
air/Royal_Society_Corpus_open_v6.0_text_106218_1775.txt/991,1775,['air/N'],portion/N
air/Royal_Society_Corpus_open_v6.0_text_106218_1775.txt/1688,1775,['air/N'],experiment/N
air/Royal_Society_Corpus_open_v6.0_text_106218_1775.txt/2485,1775,['air/N'],effect/N
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/136,1775,['air/N'],expansion/N
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/2078,1775,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/2380,1775,['air/N'],action/N
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/2438,1775,['air/N'],place/N
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/3079,1775,['air/N'],admission/N
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/3503,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/3728,1775,['air/N'],place/N
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/5767,1775,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/6094,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/6163,1775,['air/N'],place/N
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/6203,1775,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/7738,1775,['air/N'],proportion/N
air/Royal_Society_Corpus_open_v6.0_text_106215_1775.txt/724,1775,['air/N'],heat/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/3873,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/3980,1775,['air/N'],column/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/4174,1775,['air/N'],column/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/4238,1775,['air/N'],communication/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/5205,1775,['air/N'],that/P
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/5291,1775,['air/N'],gravity/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/7944,1775,['air/N'],gravity/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/9381,1775,['air/N'],gravity/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/9460,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/9741,1775,['air/N'],weight/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/9833,1775,['air/N'],volume/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/9982,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/10354,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/10436,1775,['air/N'],grain/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/10459,1775,['air/N'],gravity/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/10553,1775,['air/N'],expansion/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/10580,1775,['air/N'],gravity/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/10873,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/10989,1775,['air/N'],expansion/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/11263,1775,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/11403,1775,['air/N'],part/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/12107,1775,['air/N'],expansion/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/12812,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/12822,1775,['air/N'],expansion/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/13052,1775,['air/N'],particle/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/13314,1775,['air/N'],weight/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/14135,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/14152,1775,['air/N'],column/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/14243,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/14429,1775,['air/N'],heat/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/14858,1775,['air/N'],column/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/14920,1775,['air/N'],expansion/N
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/15059,1775,['air/N'],heat/N
air/Royal_Society_Corpus_open_v6.0_text_106288_1776.txt/1925,1775,['air/N'],action/N
air/Royal_Society_Corpus_open_v6.0_text_106288_1776.txt/2085,1775,['air/N'],application/N
air/Royal_Society_Corpus_open_v6.0_text_106288_1776.txt/3908,1775,['air/N'],application/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/12,1775,['air/N'],experiment/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/176,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/584,1775,['air/N'],some/D
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1083,1775,['air/N'],vessel/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1130,1775,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1467,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1579,1775,['air/N'],test/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1609,1775,['air/N'],diminution/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1726,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1741,1775,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1747,1775,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1764,1775,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1824,1775,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1831,1775,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1842,1775,['air/N'],mixture/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1869,1775,['air/N'],measure/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1911,1775,['air/N'],salubrity/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1918,1775,['air/N'],means/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1929,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1995,1775,['air/N'],vessel/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/2092,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/2148,1775,['air/N'],mixture/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/2233,1775,['air/N'],elasticity/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/2344,1775,['air/N'],nature/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/2622,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/2642,1775,['air/N'],mixture/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/2984,1775,['air/N'],air/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3029,1775,['air/N'],addition/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3089,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3270,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3307,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3326,1775,['air/N'],proportion/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3371,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3441,1775,['air/N'],mixture/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3511,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3522,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3531,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3560,1775,['air/N'],portion/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3650,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3700,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3713,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3746,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3760,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3779,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/4055,1775,['air/N'],decomposition/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/4299,1775,['air/N'],case/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/4391,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/4559,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/4620,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/4752,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/4872,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/4926,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/5011,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/5077,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/5182,1775,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/5201,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/5215,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/5228,1775,['air/N'],mixture/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/5273,1775,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/5299,1775,['air/N'],nothing/P
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/5386,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/5482,1775,['air/N'],inch/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/5585,1775,['air/N'],respect/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/5769,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/5850,1775,['air/N'],property/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/6048,1775,['air/N'],nature/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/6119,1775,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/6324,1775,['air/N'],species/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/6423,1775,['air/N'],deal/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/6509,1775,['air/N'],property/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/6528,1775,['air/N'],decomposition/N
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/6648,1775,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106239_1777.txt/13592,1775,['air/N'],state/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/6,1775,['air/N'],experiment/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/80,1775,['air/N'],state/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/122,1775,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/905,1775,['air/N'],phial/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/1048,1775,['air/N'],phial/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/1061,1775,['air/N'],half/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/1117,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/1149,1775,['air/N'],state/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/1166,1775,['air/N'],state/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/1436,1775,['air/N'],difference/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/1791,1775,['air/N'],ounce/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/2193,1775,['air/N'],phial/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/2484,1775,['air/N'],phial/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/3610,1775,['air/N'],effect/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/3753,1775,['air/N'],ounce/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/3825,1775,['air/N'],effect/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/3853,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/4369,1775,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/4691,1775,['air/N'],ounce/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/4980,1775,['air/N'],phial/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/5932,1775,['air/N'],ounce/N
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/6704,1775,['air/N'],effect/N
air/Royal_Society_Corpus_open_v6.0_text_106313_1778.txt/3770,1775,['air/N'],resistance/N
air/Royal_Society_Corpus_open_v6.0_text_106313_1778.txt/3921,1775,['air/N'],resistance/N
air/Royal_Society_Corpus_open_v6.0_text_106290_1776.txt/928,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106290_1776.txt/951,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106290_1776.txt/1874,1775,['air/N'],temperature/N
air/Royal_Society_Corpus_open_v6.0_text_106290_1776.txt/1888,1775,['air/N'],moisture/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/79,1775,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/398,1775,['air/N'],form/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/426,1775,['air/N'],admission/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/437,1775,['air/N'],affinity/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/459,1775,['air/N'],that/P
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/642,1775,['air/N'],admission/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/674,1775,['air/N'],form/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/727,1775,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1009,1775,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1130,1775,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1171,1775,['air/N'],use/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1219,1775,['air/N'],species/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1270,1775,['air/N'],proportion/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1329,1775,['air/N'],means/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1345,1775,['air/N'],kind/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1384,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1421,1775,['air/N'],mixture/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1428,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1449,1775,['air/N'],addition/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1533,1775,['air/N'],quality/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1601,1775,['air/N'],test/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1635,1775,['air/N'],quantity/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1662,1775,['air/N'],nothing/P
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1739,1775,['air/N'],degree/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1804,1775,['air/N'],basis/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/2204,1775,['air/N'],species/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/2233,1775,['air/N'],existence/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/2254,1775,['air/N'],generation/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/2384,1775,['air/N'],observation/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/2614,1775,['air/N'],air/N
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/2620,1775,['air/N'],species/N
