id,subfolder,target,chi_amod
air/Royal_Society_Corpus_open_v6.0_text_105219_1753.txt/7173,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105219_1753.txt/7173,1750,['air/N'],cold/A
air/Royal_Society_Corpus_open_v6.0_text_105145_1753.txt/1282,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105047_1751.txt/564,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105047_1751.txt/3035,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105102_1751.txt/278,1750,['air/N'],circumambient/A
air/Royal_Society_Corpus_open_v6.0_text_105102_1751.txt/433,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105023_1751.txt/1818,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105023_1751.txt/2058,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105023_1751.txt/2905,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105023_1751.txt/3404,1750,['air/N'],pure/A
air/Royal_Society_Corpus_open_v6.0_text_105207_1753.txt/1104,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105207_1753.txt/1445,1750,['air/N'],dry/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/101,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/166,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/360,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/622,1750,['air/N'],damp/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/638,1750,['air/N'],dry/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/686,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/744,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/1273,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/1279,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/1467,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/1651,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/1657,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/1814,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/1997,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/2184,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/2364,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/2552,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/2732,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105016_1751.txt/2920,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105179_1753.txt/124,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105179_1753.txt/732,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105074_1751.txt/122,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105074_1751.txt/1609,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105074_1751.txt/1668,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105074_1751.txt/1778,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105074_1751.txt/2403,1750,['air/N'],more/A
air/Royal_Society_Corpus_open_v6.0_text_105074_1751.txt/4664,1750,['air/N'],pure/A
air/Royal_Society_Corpus_open_v6.0_text_105074_1751.txt/4664,1750,['air/N'],dry/A
air/Royal_Society_Corpus_open_v6.0_text_105052_1751.txt/534,1750,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105082_1751.txt/717,1750,['air/N'],include/V
air/Royal_Society_Corpus_open_v6.0_text_105082_1751.txt/1579,1750,['air/N'],external/A
air/Royal_Society_Corpus_open_v6.0_text_105082_1751.txt/1684,1750,['air/N'],rarefied/A
air/Royal_Society_Corpus_open_v6.0_text_105082_1751.txt/1812,1750,['air/N'],outward/A
air/Royal_Society_Corpus_open_v6.0_text_105082_1751.txt/2935,1750,['air/N'],external/A
air/Royal_Society_Corpus_open_v6.0_text_105082_1751.txt/2997,1750,['air/N'],external/A
air/Royal_Society_Corpus_open_v6.0_text_104949_1755.txt/2182,1755,['air/N'],good/A
air/Royal_Society_Corpus_open_v6.0_text_104949_1755.txt/2197,1755,['air/N'],bad/A
air/Royal_Society_Corpus_open_v6.0_text_104949_1755.txt/2225,1755,['air/N'],putrid/A
air/Royal_Society_Corpus_open_v6.0_text_104949_1755.txt/2303,1755,['air/N'],fresh/A
air/Royal_Society_Corpus_open_v6.0_text_105255_1757.txt/854,1755,['air/N'],elastic/A
air/Royal_Society_Corpus_open_v6.0_text_105255_1757.txt/1221,1755,['air/N'],enclose/V
air/Royal_Society_Corpus_open_v6.0_text_105255_1757.txt/3160,1755,['air/N'],ambient/A
air/Royal_Society_Corpus_open_v6.0_text_105410_1759.txt/140,1755,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105410_1759.txt/448,1755,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105410_1759.txt/790,1755,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105410_1759.txt/1033,1755,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105425_1759.txt/443,1755,['air/N'],external/A
air/Royal_Society_Corpus_open_v6.0_text_105270_1757.txt/319,1755,['air/N'],cool/A
air/Royal_Society_Corpus_open_v6.0_text_105270_1757.txt/768,1755,['air/N'],cool/A
air/Royal_Society_Corpus_open_v6.0_text_105384_1759.txt/1724,1755,['air/N'],heat/V
air/Royal_Society_Corpus_open_v6.0_text_105358_1759.txt/818,1755,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105358_1759.txt/865,1755,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105431_1759.txt/733,1755,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_104969_1755.txt/1577,1755,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_104969_1755.txt/1620,1755,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_104969_1755.txt/1918,1755,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_104918_1755.txt/1236,1755,['air/N'],rarefied/A
air/Royal_Society_Corpus_open_v6.0_text_104918_1755.txt/1351,1755,['air/N'],rarefied/A
air/Royal_Society_Corpus_open_v6.0_text_104918_1755.txt/1377,1755,['air/N'],include/V
air/Royal_Society_Corpus_open_v6.0_text_104918_1755.txt/1421,1755,['air/N'],condense/V
air/Royal_Society_Corpus_open_v6.0_text_104918_1755.txt/1805,1755,['air/N'],rarefied/A
air/Royal_Society_Corpus_open_v6.0_text_104918_1755.txt/2005,1755,['air/N'],include/V
air/Royal_Society_Corpus_open_v6.0_text_104918_1755.txt/2012,1755,['air/N'],circumambient/A
air/Royal_Society_Corpus_open_v6.0_text_104918_1755.txt/3680,1755,['air/N'],low/A
air/Royal_Society_Corpus_open_v6.0_text_104918_1755.txt/4265,1755,['air/N'],incumbent/A
air/Royal_Society_Corpus_open_v6.0_text_104918_1755.txt/4278,1755,['air/N'],incumbent/A
air/Royal_Society_Corpus_open_v6.0_text_104918_1755.txt/4358,1755,['air/N'],incumbent/A
air/Royal_Society_Corpus_open_v6.0_text_104918_1755.txt/4476,1755,['air/N'],low/A
air/Royal_Society_Corpus_open_v6.0_text_105242_1757.txt/7369,1755,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105242_1757.txt/7417,1755,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105353_1759.txt/2128,1755,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105353_1759.txt/3050,1755,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105369_1759.txt/202,1755,['air/N'],confine/V
air/Royal_Society_Corpus_open_v6.0_text_105369_1759.txt/282,1755,['air/N'],fresh/A
air/Royal_Society_Corpus_open_v6.0_text_105381_1759.txt/8141,1755,['air/N'],cold/A
air/Royal_Society_Corpus_open_v6.0_text_105381_1759.txt/8179,1755,['air/N'],hot/A
air/Royal_Society_Corpus_open_v6.0_text_105381_1759.txt/8808,1755,['air/N'],hot/A
air/Royal_Society_Corpus_open_v6.0_text_105381_1759.txt/8844,1755,['air/N'],free/A
air/Royal_Society_Corpus_open_v6.0_text_104947_1755.txt/17,1755,['air/N'],fresh/A
air/Royal_Society_Corpus_open_v6.0_text_104947_1755.txt/430,1755,['air/N'],fresh/A
air/Royal_Society_Corpus_open_v6.0_text_104947_1755.txt/1147,1755,['air/N'],include/V
air/Royal_Society_Corpus_open_v6.0_text_104947_1755.txt/1199,1755,['air/N'],include/V
air/Royal_Society_Corpus_open_v6.0_text_104947_1755.txt/1632,1755,['air/N'],fresh/A
air/Royal_Society_Corpus_open_v6.0_text_104947_1755.txt/1763,1755,['air/N'],much/A
air/Royal_Society_Corpus_open_v6.0_text_104947_1755.txt/3654,1755,['air/N'],fresh/A
air/Royal_Society_Corpus_open_v6.0_text_104947_1755.txt/3659,1755,['air/N'],putrid/A
air/Royal_Society_Corpus_open_v6.0_text_104947_1755.txt/3659,1755,['air/N'],close/A
air/Royal_Society_Corpus_open_v6.0_text_104947_1755.txt/3659,1755,['air/N'],confine/V
air/Royal_Society_Corpus_open_v6.0_text_104947_1755.txt/4376,1755,['air/N'],fresh/A
air/Royal_Society_Corpus_open_v6.0_text_105679_1761.txt/1545,1760,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105743_1763.txt/6803,1760,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105743_1763.txt/6886,1760,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105743_1763.txt/6979,1760,['air/N'],outward/A
air/Royal_Society_Corpus_open_v6.0_text_105743_1763.txt/7032,1760,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105743_1763.txt/7200,1760,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105743_1763.txt/7315,1760,['air/N'],dry/A
air/Royal_Society_Corpus_open_v6.0_text_105743_1763.txt/7315,1760,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105559_1764.txt/221,1760,['air/N'],moist/A
air/Royal_Society_Corpus_open_v6.0_text_105559_1764.txt/623,1760,['air/N'],moist/A
air/Royal_Society_Corpus_open_v6.0_text_105681_1761.txt/599,1760,['air/N'],rarefied/A
air/Royal_Society_Corpus_open_v6.0_text_105681_1761.txt/1015,1760,['air/N'],more/A
air/Royal_Society_Corpus_open_v6.0_text_105710_1763.txt/1700,1760,['air/N'],include/V
air/Royal_Society_Corpus_open_v6.0_text_105710_1763.txt/2472,1760,['air/N'],rarefied/A
air/Royal_Society_Corpus_open_v6.0_text_105649_1761.txt/172,1760,['air/N'],hot/A
air/Royal_Society_Corpus_open_v6.0_text_105649_1761.txt/198,1760,['air/N'],hot/A
air/Royal_Society_Corpus_open_v6.0_text_105649_1761.txt/556,1760,['air/N'],surround/V
air/Royal_Society_Corpus_open_v6.0_text_105649_1761.txt/614,1760,['air/N'],surround/V
air/Royal_Society_Corpus_open_v6.0_text_105649_1761.txt/797,1760,['air/N'],hot/A
air/Royal_Society_Corpus_open_v6.0_text_105606_1761.txt/1693,1760,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105606_1761.txt/2934,1760,['air/N'],heat/V
air/Royal_Society_Corpus_open_v6.0_text_105606_1761.txt/2969,1760,['air/N'],cold/A
air/Royal_Society_Corpus_open_v6.0_text_105608_1761.txt/1452,1760,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105608_1761.txt/1708,1760,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105608_1761.txt/3234,1760,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105951_1767.txt/3316,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105951_1767.txt/3651,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105486_1766.txt/853,1765,['air/N'],fixable/A
air/Royal_Society_Corpus_open_v6.0_text_105486_1766.txt/1053,1765,['air/N'],fixable/A
air/Royal_Society_Corpus_open_v6.0_text_105486_1766.txt/1555,1765,['air/N'],fixable/A
air/Royal_Society_Corpus_open_v6.0_text_105486_1766.txt/1604,1765,['air/N'],fixable/A
air/Royal_Society_Corpus_open_v6.0_text_105486_1766.txt/1738,1765,['air/N'],fixable/A
air/Royal_Society_Corpus_open_v6.0_text_105486_1766.txt/2675,1765,['air/N'],extricate/V
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/127,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/222,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/358,1765,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/411,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/441,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/659,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/749,1765,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/1027,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/1297,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/1402,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/1459,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/1559,1765,['air/N'],much/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/1559,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/1643,1765,['air/N'],fresh/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/1694,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/1972,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/2108,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/2183,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/2203,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/2404,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/2886,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105828_1769.txt/3341,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105976_1767.txt/343,1765,['air/N'],elastic/A
air/Royal_Society_Corpus_open_v6.0_text_105976_1767.txt/386,1765,['air/N'],elastic/A
air/Royal_Society_Corpus_open_v6.0_text_105976_1767.txt/413,1765,['air/N'],external/A
air/Royal_Society_Corpus_open_v6.0_text_105976_1767.txt/665,1765,['air/N'],elastic/A
air/Royal_Society_Corpus_open_v6.0_text_105976_1767.txt/932,1765,['air/N'],elastic/A
air/Royal_Society_Corpus_open_v6.0_text_105976_1767.txt/958,1765,['air/N'],elastic/A
air/Royal_Society_Corpus_open_v6.0_text_105976_1767.txt/1363,1765,['air/N'],elastic/A
air/Royal_Society_Corpus_open_v6.0_text_105976_1767.txt/1715,1765,['air/N'],elastic/A
air/Royal_Society_Corpus_open_v6.0_text_105976_1767.txt/3776,1765,['air/N'],elastic/A
air/Royal_Society_Corpus_open_v6.0_text_105976_1767.txt/3963,1765,['air/N'],more/A
air/Royal_Society_Corpus_open_v6.0_text_105443_1765.txt/413,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105443_1765.txt/437,1765,['air/N'],moist/A
air/Royal_Society_Corpus_open_v6.0_text_105793_1768.txt/1435,1765,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105807_1769.txt/530,1765,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105807_1769.txt/1466,1765,['air/N'],condense/V
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/276,1765,['air/N'],external/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/2183,1765,['air/N'],more/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/2203,1765,['air/N'],include/V
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/3467,1765,['air/N'],cold/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/3624,1765,['air/N'],cold/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/5068,1765,['air/N'],dry/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/5091,1765,['air/N'],low/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/5217,1765,['air/N'],external/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/5278,1765,['air/N'],fresh/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/5692,1765,['air/N'],cold/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/6139,1765,['air/N'],warm/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/6313,1765,['air/N'],contiguous/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/6343,1765,['air/N'],cool/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/6983,1765,['air/N'],same/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/7020,1765,['air/N'],rarefied/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/7101,1765,['air/N'],external/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/7598,1765,['air/N'],rarefied/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/7689,1765,['air/N'],low/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/7906,1765,['air/N'],warm/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/9206,1765,['air/N'],such/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/9395,1765,['air/N'],such/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/9459,1765,['air/N'],fresh/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/9723,1765,['air/N'],include/V
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/9762,1765,['air/N'],external/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/9882,1765,['air/N'],more/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/9918,1765,['air/N'],include/V
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/9989,1765,['air/N'],fresh/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/10048,1765,['air/N'],hot/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/10128,1765,['air/N'],fresh/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/10572,1765,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/11282,1765,['air/N'],little/A
air/Royal_Society_Corpus_open_v6.0_text_105458_1765.txt/12400,1765,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/626,1765,['air/N'],cool/A
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/802,1765,['air/N'],cold/A
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/858,1765,['air/N'],warm/A
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/879,1765,['air/N'],cold/A
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/1526,1765,['air/N'],warm/A
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/1550,1765,['air/N'],cold/A
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/1619,1765,['air/N'],warm/A
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/1718,1765,['air/N'],cold/A
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/1821,1765,['air/N'],low/A
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/1885,1765,['air/N'],heavy/A
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/1885,1765,['air/N'],cold/A
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/1957,1765,['air/N'],heavy/A
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/1957,1765,['air/N'],cold/A
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/2029,1765,['air/N'],cold/A
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/3080,1765,['air/N'],heavy/A
air/Royal_Society_Corpus_open_v6.0_text_105459_1765.txt/3080,1765,['air/N'],cold/A
air/Royal_Society_Corpus_open_v6.0_text_105758_1768.txt/236,1765,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105759_1768.txt/668,1765,['air/N'],cold/A
air/Royal_Society_Corpus_open_v6.0_text_105816_1769.txt/1395,1765,['air/N'],circumambient/A
air/Royal_Society_Corpus_open_v6.0_text_105438_1765.txt/2767,1765,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/718,1765,['air/N'],external/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/1052,1765,['air/N'],external/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/1449,1765,['air/N'],true/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/1449,1765,['air/N'],permanent/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/1470,1765,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/1670,1765,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/1918,1765,['air/N'],warm/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/2777,1765,['air/N'],cool/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/3108,1765,['air/N'],true/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/3108,1765,['air/N'],mineral/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/3152,1765,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/3339,1765,['air/N'],more/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/3426,1765,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/3527,1765,['air/N'],mineral/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/3557,1765,['air/N'],mineral/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/3649,1765,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/3698,1765,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/4680,1765,['air/N'],fresh/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/4680,1765,['air/N'],pure/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/4953,1765,['air/N'],fresh/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/5098,1765,['air/N'],pure/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/5210,1765,['air/N'],true/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/5210,1765,['air/N'],mineral/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/5335,1765,['air/N'],mineral/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/5349,1765,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/5363,1765,['air/N'],mineral/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/5468,1765,['air/N'],open/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/5540,1765,['air/N'],mephitic/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/5789,1765,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/6719,1765,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/6929,1765,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_105462_1765.txt/7995,1765,['air/N'],mineral/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/54,1765,['air/N'],factitious/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/67,1765,['air/N'],factitious/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/113,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/122,1765,['air/N'],factitious/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/157,1765,['air/N'],fixed/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/1026,1765,['air/N'],inflammable/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/1311,1765,['air/N'],inflammable/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/1521,1765,['air/N'],inflammable/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/1722,1765,['air/N'],inflammable/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/1785,1765,['air/N'],much/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/1785,1765,['air/N'],inflammable/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/1830,1765,['air/N'],inflammable/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/1849,1765,['air/N'],inflammable/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/2070,1765,['air/N'],inflammable/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/2119,1765,['air/N'],inflammable/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/2135,1765,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/2219,1765,['air/N'],include/V
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/2225,1765,['air/N'],outward/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/2354,1765,['air/N'],inflammable/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/2359,1765,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/2415,1765,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/2449,1765,['air/N'],inflammable/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/2454,1765,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/2474,1765,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/2492,1765,['air/N'],inflammable/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/2522,1765,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/2633,1765,['air/N'],inflammable/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/2659,1765,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/2696,1765,['air/N'],common/A
air/Royal_Society_Corpus_open_v6.0_text_105491_1766.txt/2734,1765,['air/N'],common/A
