id,subfolder,target,pa_obl
air/Royal_Society_Corpus_open_v6.0_text_105899_1770.txt/2615,1770,['air/N'],add/V
air/Royal_Society_Corpus_open_v6.0_text_105899_1770.txt/2676,1770,['air/N'],purge/V
air/Royal_Society_Corpus_open_v6.0_text_105899_1770.txt/2723,1770,['air/N'],saturate/V
air/Royal_Society_Corpus_open_v6.0_text_105899_1770.txt/3060,1770,['air/N'],deprive/V
air/Royal_Society_Corpus_open_v6.0_text_105899_1770.txt/3444,1770,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_105899_1770.txt/3936,1770,['air/N'],free/V
air/Royal_Society_Corpus_open_v6.0_text_105903_1770.txt/1246,1770,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_105903_1770.txt/1459,1770,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_105903_1770.txt/1814,1770,['air/N'],absorb/V
air/Royal_Society_Corpus_open_v6.0_text_105903_1770.txt/2114,1770,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_105903_1770.txt/2717,1770,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_105903_1770.txt/3983,1770,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_105903_1770.txt/4911,1770,['air/N'],ow/V
air/Royal_Society_Corpus_open_v6.0_text_105903_1770.txt/5197,1770,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_105987_1774.txt/1434,1770,['air/N'],burn/V
air/Royal_Society_Corpus_open_v6.0_text_106129_1773.txt/1541,1770,['air/N'],dry/V
air/Royal_Society_Corpus_open_v6.0_text_106129_1773.txt/2502,1770,['air/N'],hang/V
air/Royal_Society_Corpus_open_v6.0_text_106129_1773.txt/3421,1770,['air/N'],dry/V
air/Royal_Society_Corpus_open_v6.0_text_106160_1773.txt/1304,1770,['air/N'],keep/V
air/Royal_Society_Corpus_open_v6.0_text_106161_1773.txt/6132,1770,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106161_1773.txt/6270,1770,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106161_1773.txt/6375,1770,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106161_1773.txt/6405,1770,['air/N'],change/V
air/Royal_Society_Corpus_open_v6.0_text_106161_1773.txt/6901,1770,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106125_1771.txt/19871,1770,['air/N'],run/V
air/Royal_Society_Corpus_open_v6.0_text_106125_1771.txt/22855,1770,['air/N'],receive/V
air/Royal_Society_Corpus_open_v6.0_text_106125_1771.txt/23161,1770,['air/N'],run/V
air/Royal_Society_Corpus_open_v6.0_text_106125_1771.txt/23264,1770,['air/N'],run/V
air/Royal_Society_Corpus_open_v6.0_text_106125_1771.txt/23307,1770,['air/N'],run/V
air/Royal_Society_Corpus_open_v6.0_text_106125_1771.txt/23376,1770,['air/N'],imbibe/V
air/Royal_Society_Corpus_open_v6.0_text_106125_1771.txt/23395,1770,['air/N'],run/V
air/Royal_Society_Corpus_open_v6.0_text_106125_1771.txt/23655,1770,['air/N'],receive/V
air/Royal_Society_Corpus_open_v6.0_text_106125_1771.txt/23683,1770,['air/N'],receive/V
air/Royal_Society_Corpus_open_v6.0_text_106125_1771.txt/28038,1770,['air/N'],fly/V
air/Royal_Society_Corpus_open_v6.0_text_106125_1771.txt/28395,1770,['air/N'],pass/V
air/Royal_Society_Corpus_open_v6.0_text_106050_1772.txt/1291,1770,['air/N'],absorb/V
air/Royal_Society_Corpus_open_v6.0_text_106050_1772.txt/1784,1770,['air/N'],stand/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/598,1770,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/709,1770,['air/N'],escape/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/735,1770,['air/N'],float/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/874,1770,['air/N'],escape/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/883,1770,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/1009,1770,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/1073,1770,['air/N'],hang/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/1281,1770,['air/N'],hold/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/1466,1770,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/1526,1770,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/1545,1770,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/1755,1770,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/1871,1770,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/2014,1770,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/2074,1770,['air/N'],contain/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/2480,1770,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/2498,1770,['air/N'],depend/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/3030,1770,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/3046,1770,['air/N'],take/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/3250,1770,['air/N'],come/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/3346,1770,['air/N'],hold/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/3444,1770,['air/N'],bring/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/3516,1770,['air/N'],bring/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/3590,1770,['air/N'],bring/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/3707,1770,['air/N'],do/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/4026,1770,['air/N'],contain/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/4667,1770,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/5288,1770,['air/N'],burn/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/6026,1770,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/6188,1770,['air/N'],burn/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/6629,1770,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/7153,1770,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/7204,1770,['air/N'],burn/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/7892,1770,['air/N'],grow/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/8929,1770,['air/N'],arise/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/9199,1770,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/9525,1770,['air/N'],grow/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/10028,1770,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/10657,1770,['air/N'],unite/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/10831,1770,['air/N'],arise/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/11160,1770,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/11418,1770,['air/N'],burn/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/12039,1770,['air/N'],put/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/12084,1770,['air/N'],contain/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/12273,1770,['air/N'],live/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/12857,1770,['air/N'],confine/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/13033,1770,['air/N'],live/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/13359,1770,['air/N'],separate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/13500,1770,['air/N'],separate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/13564,1770,['air/N'],die/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/14093,1770,['air/N'],try/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/14319,1770,['air/N'],ow/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/14536,1770,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/15398,1770,['air/N'],saturate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/15731,1770,['air/N'],live/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/15809,1770,['air/N'],take/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/15958,1770,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/15994,1770,['air/N'],grow/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/16339,1770,['air/N'],do/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/16357,1770,['air/N'],grow/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/16413,1770,['air/N'],extract/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/16707,1770,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/16763,1770,['air/N'],continue/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/17119,1770,['air/N'],live/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/18139,1770,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/18293,1770,['air/N'],deprive/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/18434,1770,['air/N'],have/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/18458,1770,['air/N'],deprive/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/18606,1770,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/18738,1770,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/18844,1770,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/20468,1770,['air/N'],communicate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/20860,1770,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/20959,1770,['air/N'],put/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/21488,1770,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/23358,1770,['air/N'],do/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/24051,1770,['air/N'],smell/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/24087,1770,['air/N'],saturate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/24127,1770,['air/N'],die/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/24137,1770,['air/N'],saturate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/24157,1770,['air/N'],saturate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/24165,1770,['air/N'],differ/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/24425,1770,['air/N'],do/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/24449,1770,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/24473,1770,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/24487,1770,['air/N'],do/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/24818,1770,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/24936,1770,['air/N'],contain/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/25316,1770,['air/N'],put/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/26844,1770,['air/N'],change/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/28599,1770,['air/N'],deprive/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/28724,1770,['air/N'],consist/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/28736,1770,['air/N'],convert/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/29283,1770,['air/N'],have/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/32021,1770,['air/N'],do/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/33211,1770,['air/N'],live/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/33280,1770,['air/N'],burn/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/33394,1770,['air/N'],have/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/33471,1770,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/33660,1770,['air/N'],melt/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/33675,1770,['air/N'],put/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34478,1770,['air/N'],burn/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/34705,1770,['air/N'],smell/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/35894,1770,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/36007,1770,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/36054,1770,['air/N'],saturate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/36317,1770,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/36332,1770,['air/N'],saturate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/36486,1770,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/36634,1770,['air/N'],saturate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/37862,1770,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106051_1772.txt/38514,1770,['air/N'],saturate/V
air/Royal_Society_Corpus_open_v6.0_text_106167_1773.txt/1597,1770,['air/N'],appear/V
air/Royal_Society_Corpus_open_v6.0_text_106214_1775.txt/684,1775,['air/N'],communicate/V
air/Royal_Society_Corpus_open_v6.0_text_106440_1779.txt/1049,1775,['air/N'],attract/V
air/Royal_Society_Corpus_open_v6.0_text_106440_1779.txt/1110,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106440_1779.txt/2755,1775,['air/N'],attract/V
air/Royal_Society_Corpus_open_v6.0_text_106350_1778.txt/4191,1775,['air/N'],fly/V
air/Royal_Society_Corpus_open_v6.0_text_106188_1775.txt/260,1775,['air/N'],keep/V
air/Royal_Society_Corpus_open_v6.0_text_106236_1777.txt/3075,1775,['air/N'],place/V
air/Royal_Society_Corpus_open_v6.0_text_106236_1777.txt/3161,1775,['air/N'],lose/V
air/Royal_Society_Corpus_open_v6.0_text_106236_1777.txt/3286,1775,['air/N'],exist/V
air/Royal_Society_Corpus_open_v6.0_text_106236_1777.txt/3639,1775,['air/N'],contain/V
air/Royal_Society_Corpus_open_v6.0_text_106236_1777.txt/3673,1775,['air/N'],dissolve/V
air/Royal_Society_Corpus_open_v6.0_text_106183_1775.txt/369,1775,['air/N'],live/V
air/Royal_Society_Corpus_open_v6.0_text_106183_1775.txt/1558,1775,['air/N'],go/V
air/Royal_Society_Corpus_open_v6.0_text_106183_1775.txt/1668,1775,['air/N'],communicate/V
air/Royal_Society_Corpus_open_v6.0_text_106183_1775.txt/4111,1775,['air/N'],go/V
air/Royal_Society_Corpus_open_v6.0_text_106274_1776.txt/1886,1775,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106193_1775.txt/814,1775,['air/N'],suspend/V
air/Royal_Society_Corpus_open_v6.0_text_106193_1775.txt/1122,1775,['air/N'],give/V
air/Royal_Society_Corpus_open_v6.0_text_106193_1775.txt/1285,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106218_1775.txt/623,1775,['air/N'],come/V
air/Royal_Society_Corpus_open_v6.0_text_106218_1775.txt/3269,1775,['air/N'],pass/V
air/Royal_Society_Corpus_open_v6.0_text_106430_1779.txt/313,1775,['air/N'],fly/V
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/487,1775,['air/N'],let/V
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/539,1775,['air/N'],act/V
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/2354,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/2567,1775,['air/N'],consist/V
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/7704,1775,['air/N'],consist/V
air/Royal_Society_Corpus_open_v6.0_text_106256_1777.txt/8077,1775,['air/N'],consist/V
air/Royal_Society_Corpus_open_v6.0_text_106347_1778.txt/5248,1775,['air/N'],carry/V
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/7810,1775,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/9704,1775,['air/N'],exhaust/V
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/10214,1775,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106253_1777.txt/14451,1775,['air/N'],stand/V
air/Royal_Society_Corpus_open_v6.0_text_106288_1776.txt/2372,1775,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106288_1776.txt/4305,1775,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/756,1775,['air/N'],die/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/853,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1092,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/1621,1775,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/2010,1775,['air/N'],try/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/2034,1775,['air/N'],give/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/2933,1775,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/2952,1775,['air/N'],try/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3245,1775,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3313,1775,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3356,1775,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3477,1775,['air/N'],fill/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3571,1775,['air/N'],try/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/3764,1775,['air/N'],impart/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/4033,1775,['air/N'],observe/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/4185,1775,['air/N'],compare/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/4235,1775,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/4357,1775,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/4492,1775,['air/N'],try/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/4664,1775,['air/N'],breathe/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/4724,1775,['air/N'],communicate/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/5828,1775,['air/N'],put/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/6270,1775,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/6295,1775,['air/N'],combine/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/6484,1775,['air/N'],explode/V
air/Royal_Society_Corpus_open_v6.0_text_106425_1779.txt/6551,1775,['air/N'],fire/V
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/3735,1775,['air/N'],find/V
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/4662,1775,['air/N'],have/V
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/6142,1775,['air/N'],confine/V
air/Royal_Society_Corpus_open_v6.0_text_106323_1778.txt/6279,1775,['air/N'],arise/V
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/254,1775,['air/N'],add/V
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/1475,1775,['air/N'],burn/V
air/Royal_Society_Corpus_open_v6.0_text_106209_1775.txt/2152,1775,['air/N'],extract/V
air/Royal_Society_Corpus_open_v6.0_text_106258_1777.txt/6838,1775,['air/N'],ow/V
air/Royal_Society_Corpus_open_v6.0_text_106258_1777.txt/11653,1775,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106258_1777.txt/14563,1775,['air/N'],dissolve/V
air/Royal_Society_Corpus_open_v6.0_text_106258_1777.txt/18780,1775,['air/N'],place/V
air/Royal_Society_Corpus_open_v6.0_text_106258_1777.txt/19605,1775,['air/N'],stand/V
air/Royal_Society_Corpus_open_v6.0_text_106258_1777.txt/25808,1775,['air/N'],weigh/V
air/Royal_Society_Corpus_open_v6.0_text_106175_1775.txt/16,1775,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106175_1775.txt/46,1775,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106175_1775.txt/634,1775,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106175_1775.txt/801,1775,['air/N'],give/V
air/Royal_Society_Corpus_open_v6.0_text_106175_1775.txt/858,1775,['air/N'],give/V
air/Royal_Society_Corpus_open_v6.0_text_106175_1775.txt/995,1775,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106175_1775.txt/1282,1775,['air/N'],give/V
air/Royal_Society_Corpus_open_v6.0_text_106175_1775.txt/1976,1775,['air/N'],saturate/V
air/Royal_Society_Corpus_open_v6.0_text_106359_1778.txt/4940,1775,['air/N'],attract/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/769,1775,['air/N'],extract/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/1051,1775,['air/N'],derive/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/1171,1775,['air/N'],take/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/1396,1775,['air/N'],derive/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/2160,1775,['air/N'],breathe/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/3036,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/3114,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/3753,1775,['air/N'],absorb/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/4046,1775,['air/N'],produce/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/4218,1775,['air/N'],impart/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/4372,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/4492,1775,['air/N'],produce/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/4552,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/4596,1775,['air/N'],part/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/4625,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/4810,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/4849,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/4900,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/5028,1775,['air/N'],lose/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/5070,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/5385,1775,['air/N'],communicate/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/5533,1775,['air/N'],take/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/5541,1775,['air/N'],impart/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/5557,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/5885,1775,['air/N'],receive/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/5892,1775,['air/N'],meet/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/5905,1775,['air/N'],communicate/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/6103,1775,['air/N'],separate/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/6173,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/6281,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/6499,1775,['air/N'],stand/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/6547,1775,['air/N'],stand/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/6625,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/6947,1775,['air/N'],appear/V
air/Royal_Society_Corpus_open_v6.0_text_106277_1776.txt/7405,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106276_1776.txt/4415,1775,['air/N'],receive/V
air/Royal_Society_Corpus_open_v6.0_text_106276_1776.txt/4661,1775,['air/N'],receive/V
air/Royal_Society_Corpus_open_v6.0_text_106276_1776.txt/5234,1775,['air/N'],give/V
air/Royal_Society_Corpus_open_v6.0_text_106276_1776.txt/5532,1775,['air/N'],hold/V
air/Royal_Society_Corpus_open_v6.0_text_106276_1776.txt/5659,1775,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106276_1776.txt/8070,1775,['air/N'],expose/V
air/Royal_Society_Corpus_open_v6.0_text_106325_1778.txt/19723,1775,['air/N'],act/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/97,1775,['air/N'],make/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/381,1775,['air/N'],impregnate/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/448,1775,['air/N'],die/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/725,1775,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/840,1775,['air/N'],give/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/1041,1775,['air/N'],mix/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/1166,1775,['air/N'],try/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/1337,1775,['air/N'],burn/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/1355,1775,['air/N'],try/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/1729,1775,['air/N'],give/V
air/Royal_Society_Corpus_open_v6.0_text_106429_1779.txt/1838,1775,['air/N'],give/V
